road_id,osm_id,highway_class,name,maxspeed,maxspeed_effective,oneway,oneway_effective,sidewalk,lit,geometry_wkt,lon,lat
road_00384,124483048,cycleway,נתן אלתרמן,0,,B,B,,,"LINESTRING (191980.377455 675931.557771, 191947.060919 675811.47362, 191947.954496 675807.102027)",34.91276379950962,32.175451700633175
road_00385,124483049,path,האתרוג,0,,B,B,,,"LINESTRING (192365.253137 675715.701872, 192318.299942 675728.801745, 192237.266865 675751.064194, 192188.203784 675765.079651, 192107.124265 675787.398717, 192109.211001 675795.277562, 192100.316193 675798.450884, 192093.463591 675799.977497, 192090.686776 675788.019666, 192088.917841 675782.579606)",34.915842499509466,32.174914000633414
road_00386,124483051,cycleway,,0,,B,B,,,"LINESTRING (192009.303456 675994.289123, 192022.886575 676036.890639, 192043.515495 676104.213305, 192046.369916 676113.487315, 192050.023467 676125.320789, 192072.066139 676185.442762, 192097.84836 676254.448299)",34.91384649950979,32.17828440063295
road_00387,124483054,path,אורט,0,,B,B,,,"LINESTRING (192127.478214 675889.232068, 192219.482109 675864.710334, 192266.509079 675851.266029)",34.91565069950957,32.17593840063328
road_00388,124483055,footway,,0,,B,B,,,"LINESTRING (192188.203784 675765.079651, 192219.482109 675864.710334)",34.91532189950949,32.17503920063336
road_00389,124498710,footway,,0,,B,B,,,"LINESTRING (191701.233234 675961.504311, 191653.412841 675974.066281, 191650.299791 675963.484554, 191599.18299 675977.685937)",34.90961289950983,32.17681520063283
road_00390,124498712,footway,,0,,B,B,,,"LINESTRING (191596.72375 675968.233537, 191534.006161 675985.749527, 191482.352658 676000.174763, 191446.804068 676009.754145, 191406.731853 676020.543796)",34.90783109950991,32.177141900632705
road_00391,124498713,footway,,0,,B,B,,,"LINESTRING (191399.247168 675991.211171, 191335.014904 676009.919137)",34.90626859950997,32.17722610063259
road_00392,124498717,footway,מדרחוב ירושלים,0,,B,B,,,"LINESTRING (191379.016204 676164.803233, 191367.950644 676126.320789, 191363.359885 676110.098793, 191353.37821 676074.807078, 191340.726043 676028.810531, 191335.014904 676009.919137, 191324.537875 675972.921078, 191323.252016 675968.366949, 191309.117285 675918.404594, 191303.459509 675898.393055)",34.90632859950999,32.17739660063258
road_00393,124915651,residential,ברקן,0,,F,F,,,"LINESTRING (190432.803668 677061.772773, 190429.386082 677067.038881, 190426.759374 677071.859155, 190425.762487 677076.109211, 190425.176631 677078.994107)",34.89660619951099,32.18677930063101
road_00394,124915653,tertiary,בן יהודה,0,,F,F,,,"LINESTRING (193635.085467 676694.478648, 193518.985425 676687.489132, 193448.018039 676683.224004, 193418.667203 676682.234714, 193408.584697 676681.805933)",34.92940679950965,32.183388700633344
road_00395,124915654,secondary,בן יהודה,60,60,F,F,,,"LINESTRING (191113.667082 677085.574864, 191130.17872 677081.880368, 191138.839534 677079.849026, 191151.618688 677076.841431, 191191.07769 677067.560565, 191279.470675 677048.008206)",34.904711199510714,32.1867600006315
road_00396,124915657,residential,אהוד מנור,0,,F,F,,,"LINESTRING (190386.596548 677108.435798, 190392.257419 677102.786211, 190396.092256 677098.339503, 190398.691192 677093.707818, 190399.887781 677086.751397)",34.89628019951102,32.18701730063096
road_00397,124915661,tertiary,,0,,B,B,,,"LINESTRING (190336.972939 677002.874866, 190330.370893 677005.89902, 190327.627363 677006.150861, 190323.40362 677006.528937, 190319.704282 677005.619149, 190316.599468 677004.851815, 190310.732264 677001.053949, 190307.646532 676997.081754, 190306.416062 676995.510609, 190304.171347 676988.852387, 190304.264372 676981.84368, 190304.78782 676980.223137, 190305.956229 676976.604667, 190308.970124 676971.982857, 190313.080655 676968.300488, 190318.00564 676965.813427, 190323.575748 676964.666321, 190326.877051 676964.889717, 190329.253985 676965.049231, 190334.625316 676966.930082, 190339.293281 676970.176939, 190342.699769 676974.19258, 190344.995571 676978.943303, 190345.464436 676981.303979, 190346.028879 676984.107953, 190345.295069 676991.295927, 190342.15458 676997.814361, 190336.972939 677002.874866)",34.89555029951095,32.18581210063103
road_00398,125121310,footway,,0,,B,B,,,"LINESTRING (192463.877478 675502.20374, 192491.871388 675495.231817)",34.918252199509226,32.17267530063379
road_00399,125121311,footway,,0,,B,B,,,"LINESTRING (192508.691275 675453.724418, 192496.345591 675482.356394, 192491.871388 675495.231817, 192496.381014 675516.999139, 192498.064476 675522.284244)",34.91859699950922,32.17249710063383
road_00400,125121312,footway,,0,,B,B,,,"LINESTRING (192646.282573 675407.162237, 192669.065373 675412.558001, 192681.365224 675434.271576, 192692.869102 675472.488076)",34.92055999950911,32.172067900634005
road_00401,125121313,path,,0,,B,B,,,"LINESTRING (192395.506446 675456.232297, 192446.836494 675442.799563)",34.91752859950922,32.17225910063379
road_00402,125121314,cycleway,,0,,B,B,,,"LINESTRING (192342.903581 675483.918389, 192395.506446 675456.232297)",34.916970099509264,32.17250750063372
road_00403,125121316,footway,,0,,B,B,,,"LINESTRING (192195.339895 675595.19515, 192201.059036 675592.995207, 192226.28268 675587.172179, 192241.752877 675587.984561, 192283.274815 675571.682995, 192324.068476 675558.100416, 192339.976756 675546.358735, 192348.655697 675529.346808, 192349.856674 675505.801104, 192346.410462 675493.856087, 192342.903581 675483.918389, 192316.859195 675465.102984, 192297.61029 675455.074333, 192291.156286 675454.09357, 192235.791187 675468.092377, 192230.287937 675445.318709, 192222.641619 675425.31202, 192243.38418 675422.495164, 192258.045239 675416.922329, 192271.182371 675412.850647, 192274.720655 675409.824893, 192273.185948 675403.785358, 192263.580329 675405.829331, 192256.495666 675405.338207, 192256.983399 675400.801393, 192262.041545 675398.270579, 192265.577143 675397.762091, 192275.339604 675383.841105)",34.916422299509264,32.17223730063372
road_00404,125121492,footway,,0,,B,B,,,"LINESTRING (192376.529143 675240.397274, 192392.829527 675301.222722)",34.91733349950909,32.17031230063399
road_00405,125121493,residential,יגאל ידין,0,,B,B,,,"LINESTRING (192358.636528 675311.050307, 192392.829527 675301.222722, 192503.166811 675269.990134)",34.91750459950913,32.17086120063393
road_00406,126860530,path,,0,,B,B,,,"LINESTRING (191068.558777 675806.906581, 191055.779966 675810.601794)",34.90344939950993,32.17538870063261
road_00407,129407829,path,,0,,B,B,,,"LINESTRING (190830.587975 675735.30616, 190821.869823 675687.314179, 190836.24013 675679.378081, 190829.3788 675630.959469, 190743.856234 675652.392652, 190715.367233 675653.837266, 190701.579516 675657.657762)",34.90083739950993,32.174304000632574
road_00408,129407830,footway,,0,,B,B,,,"LINESTRING (190882.07752 675615.574306, 190859.924942 675603.072545, 190838.675445 675603.132436, 190806.335097 675610.176648, 190766.90312 675624.238341, 190743.856234 675652.392652)",34.900674999509896,32.17360800063261
road_00409,129407831,living_street,סמטת הדרור,0,,B,B,,,"LINESTRING (190716.198246 675710.822717, 190812.603643 675685.787827)",34.899716299510004,32.1745133006325
road_00410,129407832,path,,0,,B,B,,,"LINESTRING (190829.3788 675630.959469, 190882.07752 675615.574306, 190911.540534 675608.283373)",34.90147789950988,32.17365860063269
road_00411,129408674,footway,,0,,B,B,,,"LINESTRING (192596.954246 675371.673959, 192535.7125 675389.335036)",34.919666799509116,32.17150140063401
road_00412,129408675,footway,,0,,B,B,,,"LINESTRING (192603.370835 675394.157079, 192542.208255 675413.170799)",34.919734199509115,32.17170430063399
road_00413,129408677,footway,,0,,B,B,,,"LINESTRING (192522.016145 675339.103778, 192584.477998 675322.614853)",34.919535899509064,32.17105870063405
road_00414,129408680,footway,,0,,B,B,,,"LINESTRING (192601.389239 675293.993094, 192607.050667 675316.234249, 192584.477998 675322.614853, 192596.954246 675371.673959, 192603.370835 675394.157079, 192606.64158 675396.920741, 192615.709436 675419.762802)",34.919666799509116,32.17150140063401
road_00415,129435550,steps,,0,,B,B,,,"LINESTRING (190938.674251 675362.746037, 190931.972755 675337.536774)",34.90201519950968,32.17115260063296
road_00416,129436131,path,,0,,B,B,,,"LINESTRING (190203.311202 675647.005399, 190159.578017 675657.34477, 190143.593057 675638.350622, 190127.341463 675615.232055, 190116.968254 675606.024661)",34.89364739951015,32.17384500063219
road_00417,129436132,footway,,0,,B,B,,,"LINESTRING (190633.129343 675606.242414, 190594.051833 675608.892905, 190570.148775 675564.725771, 190394.801699 675610.415133)",34.89817219950994,32.17319210063252
road_00418,129436133,footway,,0,,B,B,,,"LINESTRING (190659.535557 675695.081299, 190633.129343 675606.242414, 190685.874177 675600.52595)",34.898838699509945,32.17356810063253
road_00419,129436134,pedestrian,מעלה האורנים,0,,B,B,,,"LINESTRING (190570.148775 675564.725771, 190668.863186 675538.696015)",34.89817219950994,32.17319210063252
road_00420,129436135,cycleway,,0,,B,B,,,"LINESTRING (190708.069367 675681.270631, 190659.535557 675695.081299, 190608.807699 675710.08499)",34.89911599951,32.17436990063246
road_00421,129436760,path,החורשה,0,,B,B,,,"LINESTRING (191742.93497 675227.791019, 191748.918038 675249.675976, 191755.776056 675253.471965, 191775.196371 675319.100683)",34.91075179950932,32.170415100633576
road_00422,129436761,path,,0,,B,B,,,"LINESTRING (191694.45155 675361.327321, 191755.100474 675344.627539, 191752.825453 675333.555575, 191775.196371 675319.100683, 191839.39784 675304.509772)",34.910718199509375,32.17113720063351
road_00423,129436762,footway,,0,,B,B,,,"LINESTRING (191733.47458 675193.240536, 191742.93497 675227.791019)",34.91061639950931,32.17018320063359
road_00424,129436763,footway,,0,,B,B,,,"LINESTRING (191962.54265 675287.397439, 191902.092147 675304.472469, 191883.327535 675236.878937, 191825.65328 675251.740117)",34.912301599509306,32.17087860063363
road_00425,129436800,path,,0,,B,B,,,"LINESTRING (191441.745858 675403.850319, 191392.210962 675418.015074, 191376.847872 675363.986296, 191337.834483 675376.558628)",34.90689239950955,32.17188990063319
road_00426,129436801,path,,0,,B,B,,,"LINESTRING (191548.221349 675393.122017, 191496.457231 675406.161286)",34.90799799950951,32.171785600633264
road_00427,129436802,path,,0,,B,B,,,"LINESTRING (191514.840386 675471.404266, 191496.457231 675406.161286, 191491.118868 675389.076344, 191441.745858 675403.850319)",34.90799799950951,32.171785600633264
road_00428,129436892,footway,,0,,B,B,,yes,"LINESTRING (191405.071707 675279.918162, 191356.871842 675292.726503, 191361.603891 675308.748483, 191322.518817 675322.751585, 191275.242936 675335.324881, 191233.537341 675346.419127)",34.90615629950951,32.17102910063321
road_00429,129437226,cycleway,,0,,B,B,,,"LINESTRING (191040.540868 675511.577793, 191020.738414 675465.989805, 190996.281904 675462.720477, 190988.116766 675433.467696)",34.90295249950973,32.17231320063289
road_00430,129437651,path,,0,,B,B,,,"LINESTRING (190281.213142 675625.999855, 190262.407668 675564.164643, 190305.240503 675552.142736, 190374.875925 675532.614364)",34.89536389951004,32.173071800632364
road_00431,129437652,footway,,0,,B,B,,,"LINESTRING (190297.584818 675526.892255, 190305.240503 675552.142736)",34.89528349951003,32.17284390063238
road_00432,129437653,footway,,0,,B,B,,,"LINESTRING (190394.801699 675610.415133, 190339.493758 675610.296413)",34.89572529951005,32.17359710063232
road_00433,129489688,cycleway,,0,,B,B,,,"LINESTRING (191040.540868 675511.577793, 191067.774786 675594.050135)",34.90344739950979,32.17346920063281
road_00434,129490162,path,,0,,B,B,,,"LINESTRING (192466.688221 675676.031487, 192452.897429 675625.745106)",34.918277099509346,32.17424290063364
road_00435,129490383,track,,0,,B,B,,,"LINESTRING (192526.528793 676730.351022, 192542.083097 676791.977217, 192548.704716 676818.922793)",34.919045099510065,32.18430800063262
road_00436,130176787,footway,,0,,B,B,,,"LINESTRING (191405.356603 675601.439598, 191395.600405 675565.947634, 191392.884416 675555.841729, 191350.302552 675566.971197, 191337.854409 675519.942813)",34.90644369950967,32.17323210063304
road_00437,130176791,service,,0,,B,B,,,"LINESTRING (191717.719381 676748.143759, 191766.376875 676736.078776, 191774.348161 676733.4954, 191780.255937 676731.571926, 191790.460316 676728.261667)",34.91082129951031,32.18378510063219
road_00438,130176793,residential,שיזף,0,,B,B,,,"LINESTRING (191288.053887 676525.479197, 191402.150288 676495.465989)",34.90575549951032,32.18187410063207
road_00439,130176795,footway,,0,,B,B,,,"LINESTRING (191538.575736 675754.348186, 191467.16745 675774.19505, 191458.375682 675742.858838, 191407.258055 675757.072266, 191394.884635 675713.015522)",34.90758439950974,32.174820900632916
road_00440,130176798,footway,,0,,B,B,,,"LINESTRING (191654.038516 675221.158758, 191651.487428 675216.097953, 191645.2081 675213.542446, 191615.578647 675219.212652, 191606.063655 675188.987246)",34.90926639950935,32.17010270063351
road_00441,130176799,residential,גלעד,0,,B,B,,,"LINESTRING (191950.172041 675487.337059, 191967.607977 675482.565799, 192007.002433 675471.270123, 192013.854046 675469.299887)",34.912991099509405,32.17248620063349
road_00442,130176804,footway,,0,,B,B,,,"LINESTRING (191383.670648 675607.376868, 191413.56324 675707.641046)",34.906796299509686,32.173597300633006
road_00443,130176805,footway,,0,,B,B,,,"LINESTRING (191475.421653 675521.603075, 191416.963123 675538.564638, 191392.884416 675555.841729)",34.907151299509636,32.17297760063311
road_00444,130176806,footway,,0,,B,B,,,"LINESTRING (191781.907255 675504.195454, 191765.653641 675447.917409, 191779.027303 675444.199298, 191869.231361 675419.091613)",34.91099279950944,32.172135600633396
road_00445,130176807,footway,,0,,B,B,,,"LINESTRING (191090.692601 676352.814359, 191157.089116 676336.67149)",34.903667899510296,32.1803121006321
road_00446,130176809,footway,,0,,B,B,,,"LINESTRING (191891.363031 675504.097222, 191931.228727 675492.733435, 191950.172041 675487.337059)",34.91260509950944,32.172577000633474
road_00447,130176810,cycleway,,0,,B,B,,,"LINESTRING (190162.811603 676708.844364, 190233.574 676785.48916, 190188.076314 676826.48439)",34.89456639951088,32.184191900631156
road_00448,130176811,path,,0,,B,B,,,"LINESTRING (190414.32641 676882.777773, 190465.983487 676940.993022, 190478.670853 676961.98209, 190484.195394 676967.987803, 190491.494227 676971.17177, 190506.320011 676974.866546, 190527.29878 676980.085209, 190537.407987 676986.621254, 190542.927726 676994.268228, 190551.308254 677019.649937, 190555.305844 677029.264061, 190565.648461 677041.621352, 190569.854717 677048.35167, 190568.396042 677056.04071, 190562.921551 677064.262384, 190556.85402 677069.547086, 190543.246156 677086.14219, 190542.106714 677093.331306, 190545.252055 677101.716944, 190550.152504 677107.170005)",34.897452799510894,32.185906700631136
road_00449,130176813,footway,,0,,B,B,,,"LINESTRING (191200.534072 676230.304, 191209.106329 676253.789413, 191215.718426 676274.441432, 191217.044057 676279.727331, 191224.273044 676308.56153, 191226.533238 676317.55974, 191229.248305 676327.344025, 191243.955805 676383.23747, 191209.835192 676393.656518, 191210.387278 676395.484714, 191227.769149 676453.322411, 191230.615287 676462.773654)",34.90513779951022,32.18008590063223
road_00450,130176814,footway,,0,,B,B,,,"LINESTRING (191255.154742 676456.06294, 191267.866982 676499.963366, 191288.053887 676525.479197, 191307.693873 676591.849518)",34.90575549951032,32.18187410063207
road_00451,130176816,residential,גלבוע,0,,B,B,,,"LINESTRING (191738.320172 675517.011595, 191781.907255 675504.195454, 191884.576792 675478.033706)",34.91102159950947,32.172676700633346
road_00452,130176817,footway,,0,,B,B,,,"LINESTRING (190722.60025 676959.048238, 190672.262865 676996.46207, 190610.677835 677051.318337, 190590.038927 677085.931308, 190566.034857 677094.516225, 190550.152504 677107.170005, 190509.320846 677154.016762)",34.89855709951091,32.186598800631145
road_00453,130386285,footway,,0,,B,B,,,"LINESTRING (191947.954496 675807.102027, 191946.378098 675778.773222, 191940.583192 675759.926087, 191928.302882 675752.8179, 191911.954409 675702.849662)",34.912566599509596,32.17492230063322
road_00454,130386286,footway,,0,,B,B,,,"LINESTRING (191940.583192 675759.926087, 191949.212045 675759.547841, 191975.763381 675756.614884, 192079.738618 675729.264995)",34.91306969950957,32.17495770063326
road_00455,130386287,footway,,0,,B,B,,,"LINESTRING (191928.302882 675752.8179, 191902.89571 675756.834622, 191877.452037 675761.295079, 191866.883193 675762.743229, 191847.919222 675767.274862, 191812.285285 675780.568086)",34.91191509950963,32.17501030063316
road_00456,130386288,residential,דולב,0,,B,B,,,"LINESTRING (192499.903589 675611.037781, 192575.386218 675589.967609)",34.91943199950924,32.17346940063377
road_00457,130386289,residential,כנרת,0,,B,B,,,"LINESTRING (191461.058099 675935.727169, 191442.650256 675875.042007, 191337.808949 675901.846396, 191327.396557 675915.426345)",34.90741379950984,32.17601250063279
road_00458,130386290,footway,,0,,B,B,,,"LINESTRING (191363.359885 676110.098793, 191425.952008 676095.343311)",34.906566199510046,32.17813020063251
road_00459,130386291,residential,הכרם,0,,B,B,,,"LINESTRING (192497.591562 675752.598325, 192517.941398 675825.910846)",34.91860259950939,32.17493410063358
road_00460,130386292,residential,הלימון,0,,B,B,,,"LINESTRING (192549.346907 675732.899529, 192569.258973 675811.979724)",34.9193607995094,32.175471300633575
road_00461,130386293,footway,,0,,B,B,,,"LINESTRING (191853.107117 675718.922634, 191866.883193 675762.743229)",34.91177029950959,32.174614800633194
road_00462,130386294,residential,כנרת,0,,B,B,,,"LINESTRING (191467.373228 675954.82766, 191461.058099 675935.727169)",34.90760719950988,32.17656020063273
road_00463,130386298,footway,,0,,B,B,,,"LINESTRING (191414.626769 675498.58319, 191392.210962 675418.015074)",34.9071276995096,32.17261700063313
road_00464,130386304,path,,0,,B,B,,,"LINESTRING (191641.795283 675437.865412, 191618.857116 675351.931047, 191600.666448 675366.973635, 191597.883584 675394.30522, 191601.438692 675407.791099, 191566.893991 675419.662754, 191557.205771 675422.483873)",34.90907369950948,32.17168120063335
road_00465,130386305,residential,ברק,0,,B,B,,,"LINESTRING (192629.53107 675553.296346, 192636.810969 675574.180356, 192575.386218 675589.967609)",34.92008369950922,32.17332850063382
road_00466,130386306,footway,תבור,0,,B,B,,,"LINESTRING (191425.952008 676095.343311, 191470.002412 676083.999386, 191506.9091 676074.505055)",34.90769769950997,32.177897500632625
road_00467,130386310,footway,,0,,B,B,,,"LINESTRING (191482.352658 676000.174763, 191506.9091 676074.505055, 191555.944342 676061.528743, 191617.504802 676045.235877)",34.90860959950993,32.1776970006327
road_00468,130386311,footway,,0,,B,B,,,"LINESTRING (191472.356883 675969.91751, 191482.352658 676000.174763)",34.9077259995099,32.176868800632704
road_00469,130386315,path,גיבורי ישראל,0,,B,B,,,"LINESTRING (191701.233234 675961.504311, 191675.490965 675873.89187)",34.90988259950975,32.17600790063294
road_00470,130386317,footway,,0,,B,B,,,"LINESTRING (191399.247168 675991.211171, 191437.780997 675979.993257, 191441.493957 675978.907347, 191472.356883 675969.91751, 191467.373228 675954.82766)",34.9073984995099,32.17694910063269
road_00471,131587036,footway,,0,,B,B,,,"LINESTRING (191589.989728 676703.149685, 191601.120479 676748.729352, 191604.935327 676764.24388)",34.909068599510356,32.183895100632064
road_00472,131641046,service,,0,,B,B,,,"LINESTRING (193515.184576 676558.275648, 193508.711938 676564.435651, 193504.374565 676572.120514, 193503.3236 676581.560166, 193504.728806 676581.567661, 193584.719467 676584.789968, 193617.626197 676585.870488, 193623.332513 676586.144279, 193630.931294 676588.897251)",34.93010659950955,32.18246410063349
road_00473,131641303,cycleway,,0,,B,B,,,"LINESTRING (192639.700296 676663.948103, 192639.469762 676658.7922, 192649.741666 676648.784709, 192649.080653 676630.611136, 192651.875788 676621.277673, 192662.279831 676611.292026, 192671.86236 676608.050836, 192688.011276 676612.931856, 192701.884279 676623.796021, 192714.016143 676625.283268, 192724.881744 676622.227264, 192734.633068 676615.037908, 192756.155407 676608.383132, 192765.49557 676606.207239, 192772.044471 676607.709244, 192784.821405 676614.21832, 192794.056443 676615.103369, 192800.247892 676613.368264, 192820.857854 676604.02133, 192842.579857 676597.953945, 192854.996988 676596.734831, 192871.40938 676605.019858, 192879.53479 676607.127711, 192885.324862 676606.968386, 192908.192538 676599.024056, 192932.873218 676588.335988, 192941.899556 676585.140865, 192953.763256 676585.054424, 192969.167765 676590.215067, 192982.882656 676591.188397, 192993.136851 676588.69983, 193032.658489 676569.534377, 193041.887799 676568.212901, 193052.193231 676570.902949, 193083.089665 676549.575558, 193093.182968 676535.953886, 193099.335542 676519.215287, 193107.386187 676499.788161)",34.92254239950981,32.182629900633025
road_00474,131641305,cycleway,,0,,B,B,,,"LINESTRING (193055.6402 675622.895247, 193072.039687 675629.30655, 193088.406573 675641.329125, 193096.711316 675654.104552, 193106.81449 675680.260046, 193108.911831 675699.782778)",34.924957599509106,32.17406010063405
road_00475,131641307,service,,0,,B,B,,,"LINESTRING (193245.08864 675748.544491, 193302.476462 675732.660798, 193476.306394 675672.398935)",34.92713709950908,32.174773300634115
road_00476,131641308,residential,,0,,B,B,,,"LINESTRING (193353.759882 676526.198091, 193348.039155 676531.336049, 193342.516823 676536.606572, 193335.979001 676543.055174, 193326.479189 676549.223086, 193316.626881 676554.005758, 193308.76764 676556.354754, 193299.001764 676558.076582, 193282.103963 676558.929675, 193267.615482 676557.858133, 193259.790068 676555.039481, 193251.048549 676551.713096, 193242.897552 676546.987944, 193233.638964 676540.646629, 193224.949564 676531.952926, 193217.896319 676525.051461, 193211.283947 676509.942803, 193203.334602 676488.405835, 193193.565187 676448.698279, 193194.127896 676407.4004, 193199.787871 676367.852527, 193211.816044 676343.74662, 193233.07019 676324.207836, 193248.280348 676312.447191, 193257.154616 676308.665015, 193268.135462 676306.219211, 193280.845643 676305.110759, 193293.853076 676305.89782, 193307.664369 676307.547788, 193318.517159 676310.303232, 193330.470588 676315.639652, 193348.057253 676329.444876, 193351.789309 676335.756154, 193355.002392 676338.298419)",34.925962699509604,32.18122780063339
road_00477,131641309,service,,0,,B,B,,,"LINESTRING (193472.962786 675659.46634, 193615.735759 675591.546149, 193628.308592 675587.987767)",34.93046229950888,32.173508000634435
road_00478,131641311,service,,0,,F,F,,,"LINESTRING (193413.427478 676128.827443, 193451.23371 676131.159039, 193454.797262 676134.277079, 193456.963412 676136.777701, 193457.789375 676138.904722, 193458.615395 676141.053922, 193457.998992 676147.099147, 193456.494446 676152.514559, 193452.457845 676156.173268, 193448.547798 676157.691427, 193428.80589 676156.732919, 193422.859765 676154.984979, 193413.468583 676141.169681, 193410.169349 676138.150781, 193410.141863 676134.790807, 193410.964004 676131.75024, 193413.427478 676128.827443)",34.928464999509316,32.17860040063377
road_00479,131641315,cycleway,,0,,B,B,,,"LINESTRING (192858.672052 675444.074075, 192863.935926 675458.820078, 192867.390825 675470.709796, 192883.154792 675493.623268, 192881.565664 675509.884274, 192895.696406 675525.039564, 192901.861109 675563.292449, 192918.118462 675587.413414, 192946.408981 675600.092127, 192972.20297 675606.667254, 192974.904005 675640.571146, 192974.370748 675667.541604, 192966.853222 675714.324611, 192993.232159 675717.471683, 192997.527073 675769.480184, 193008.334044 675815.927091, 192994.328204 675826.753446)",34.923666499509146,32.173935200633984
road_00480,132204861,residential,עוגן,0,,B,B,,,"LINESTRING (191480.345247 676534.361996, 191513.995397 676524.410899, 191538.910315 676517.045569)",34.90815129951025,32.18187010063221
road_00481,132204863,residential,שומרון,0,,B,B,,,"LINESTRING (191508.35801 676326.63799, 191426.529838 676348.920274)",34.90722899951016,32.18028540063232
road_00482,132204865,residential,העבודה,0,,B,B,,,"LINESTRING (191555.04842 676370.256713, 191552.793835 676363.187951, 191538.558212 676313.658024, 191537.034366 676308.250648, 191528.55518 676290.874901, 191489.867642 676160.371922)",34.90831249951009,32.17976450063245
road_00483,132204866,residential,יהודה,0,,B,B,,,"LINESTRING (191445.833744 676413.328966, 191527.956327 676391.966431)",34.9074317995102,32.18086670063228
road_00484,133145573,cycleway,,0,,B,B,,,"LINESTRING (192995.534295 675699.700693, 193031.261753 675699.907022, 193040.186877 675700.992714, 193044.339068 675705.495235, 193045.697997 675713.043481, 193043.699793 675720.788981, 193037.669781 675730.419059, 193037.797716 675739.711522, 193041.548436 675745.789761, 193047.970284 675752.637299, 193059.790193 675757.097699, 193069.112081 675754.822341, 193084.760229 675740.764851, 193095.646038 675730.556636, 193103.773603 675718.714385, 193106.828059 675707.284523, 193108.911831 675699.782778, 193122.919131 675696.674702, 193134.375379 675695.458435, 193154.521705 675695.616904)",34.92482849950917,32.17484130063397
road_00485,133145574,cycleway,,0,,B,B,,,"LINESTRING (192946.408981 675600.092127, 192955.429049 675576.093606, 192950.44735 675568.199976, 192958.470263 675537.960813, 192968.002749 675533.189732, 192974.634042 675529.867832, 193000.948483 675529.799212, 193023.243998 675543.835565, 193029.370436 675563.957695, 193033.524297 675605.309795, 193020.757874 675603.258257, 193001.240043 675601.856418, 192972.20297 675606.667254)",34.92394679950911,32.17358670063404
road_00486,133145575,cycleway,,0,,B,B,,,"LINESTRING (193001.719423 675651.889882, 192995.534295 675699.700693, 192993.232159 675717.471683)",34.923883599509175,32.17446890063395
road_00487,133145576,cycleway,,0,,B,B,,,"LINESTRING (192940.700741 675711.221373, 192966.853222 675714.324611)",34.92330189950919,32.17457150063389
road_00488,133145577,path,,0,,B,B,,,"LINESTRING (193076.160098 676437.924653, 193051.979343 676448.843939, 193042.927525 676413.326399, 193046.650378 676408.792289, 193043.26703 676384.338175, 193053.554606 676372.845101, 193065.116879 676361.925365)",34.924405999509624,32.18086450063331
road_00489,133145578,cycleway,,0,,B,B,,,"LINESTRING (193111.463848 676225.074313, 193084.308497 676256.516372)",34.92480949950951,32.17949220063348
road_00490,133145579,cycleway,,0,,B,B,,,"LINESTRING (193052.193231 676570.902949, 193053.682485 676595.960821, 193054.343457 676607.148173, 193054.368821 676616.895575, 193054.337929 676634.017487, 193054.307795 676636.934043)",34.924482099509746,32.18265340063311
road_00491,133145580,footway,,0,,B,B,,,"LINESTRING (192946.408981 675600.092127, 192944.572164 675640.716864, 192942.654854 675683.016291, 192940.700741 675711.221373, 192942.844277 675755.528441, 192950.281862 675793.755861, 192963.540314 675832.633448, 192967.986538 675837.778347, 192972.57443 675839.385406, 192981.897786 675837.708782)",34.92330189950919,32.17457150063389
road_00492,133145581,cycleway,,0,,B,B,,,"LINESTRING (192974.904005 675640.571146, 193001.719423 675651.889882, 193009.416933 675641.523548, 193029.737113 675639.585448, 193043.214659 675635.846555, 193055.6402 675622.895247, 193047.721185 675613.401269, 193033.524297 675605.309795)",34.92424789950912,32.17392760063403
road_00493,133145582,cycleway,,0,,B,B,,,"LINESTRING (192942.654854 675683.016291, 192932.524274 675679.01736, 192924.384628 675660.918791, 192922.277842 675630.706079, 192908.095762 675624.69952, 192908.386035 675616.681229)",34.92313029950917,32.17411750063393
road_00494,133145831,cycleway,,0,,B,B,,,"LINESTRING (192677.98791 676467.001311, 192659.242511 676407.512506)",34.92029819950976,32.18084380063306
road_00495,133145832,footway,,0,,B,B,,,"LINESTRING (192717.054833 676325.421391, 192774.552062 676313.238189)",34.92091349950967,32.18010490063318
road_00496,133158532,service,,0,,B,B,,,"LINESTRING (193217.896319 676525.051461, 193197.864062 676542.82393, 193189.228373 676554.889226)",34.92600569950966,32.182076700633274
road_00497,133158533,footway,,0,,B,B,,,"LINESTRING (192318.299942 675728.801745, 192295.344426 675648.100055, 192277.691589 675645.785297, 192266.716478 675604.784424)",34.91646119950939,32.17398690063355
road_00498,137301695,residential,חטיבת יואב,0,,B,B,,,"LINESTRING (193804.546748 676627.934612, 193795.770525 676599.601562, 193786.738334 676570.759061)",34.93234409950948,32.18260250063361
road_00499,137301697,secondary_link,,0,,F,F,,,"LINESTRING (194070.814261 675915.490103, 194048.583125 675937.557892, 194043.811898 675945.50974, 194042.333425 675953.941271, 194045.353902 675962.450251)",34.93504239950896,32.176638100634385
road_00500,137301699,footway,,0,,B,B,,,"LINESTRING (194212.414239 676695.26584, 194214.110673 676717.573209)",34.93677689950942,32.18367580063378
road_00501,137301701,tertiary,אלי הורביץ,0,,F,F,,,"LINESTRING (194094.112463 676041.09522, 194090.92772 676034.760129, 194041.735122 675974.890361, 194029.0301 675959.430504)",34.934968799508994,32.17697460063436
