generator_id,osm_id,generator_type,name,base_risk_score,route_review_priority_score,straight_nearest_crossing_id,straight_nearest_crossing_m,route_nearest_crossing_id,route_nearest_crossing_m,straight_distance_to_route_crossing_m,route_vs_straight_ratio,route_gap_m,reachable_crossings,generator_network_attach_m,generator_network_road_id,generator_network_road_class,crossing_network_attach_m,crossing_network_road_id,crossing_network_road_class,network_status,network_flags,data_quality_flags,review_wording,geometry_wkt,lon,lat
gen_0049,1803006721,bus_stop,דוד רמז/ויתקין,60,80,cross_0081,251.8,cross_0216,453.2,413.5,1.10,201.4,334,5.6,road_00340,tertiary,0.0,road_01986,tertiary,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190729.594218 677553.903036),34.899802999511216,32.19113400063074
gen_0138,1803084179,bus_stop,רמז/מרכז הנוער,60,80,cross_0034,325.9,cross_0037,451.9,351.0,1.29,126.0,334,7.4,road_00342,residential,0.0,road_01421,secondary_link,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190451.587088 677582.195709),34.896853999511315,32.19138200063052
gen_0278,235260417,park,,60,80,cross_0293,286.5,cross_0293,442.8,286.5,1.55,156.3,334,26.3,road_02137,path,0.0,road_00256,residential,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (194188.735977 677328.612362),34.93649169504273,32.18918541758243
gen_0298,448311963,park,,60,80,cross_0294,352.7,cross_0180,423.0,355.7,1.19,70.3,334,3.5,road_00939,footway,0.0,road_00064,tertiary,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (192853.102011 676191.872442),34.92235976086966,32.178903816894206
gen_0038,1803000312,bus_stop,מרכז דוד/בן יהודה,60,80,cross_0292,351.9,cross_0292,418.5,351.9,1.19,66.6,334,2.7,road_00675,tertiary,0.0,road_00227,residential,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (194305.639763 676696.631174),34.93774799950936,32.18348900063384
gen_0032,1802998071,bus_stop,בית ספר רמז/דרך אלי הורוביץ,60,80,cross_0207,398.9,cross_0027,417.2,401.1,1.04,18.3,334,1.4,road_00676,tertiary,0.0,road_00969,footway,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (194446.774543 676258.589478),34.939255999509,32.17954200063435
gen_0064,1803026473,bus_stop,מרכז דוד/הנביאים,60,80,cross_0292,328.0,cross_0292,414.6,328.0,1.26,86.6,334,4.0,road_00606,tertiary,0.0,road_00227,residential,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (194376.313648 676750.239132),34.93849599950938,32.183974000633846
gen_0076,1803035194,bus_stop,התע״ש/יוחנן הסנדלר,60,80,cross_0294,318.3,cross_0294,401.8,318.3,1.26,83.5,334,3.1,road_00037,tertiary,0.0,road_00259,residential,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (193259.225117 675788.185343),34.926676999509134,32.17527300063403
gen_0294,404613900,park,,50,80,cross_0031,57.1,cross_0031,395.0,57.1,6.92,337.9,334,24.3,road_01965,footway,0.0,road_00030,tertiary,ok,"[""high_network_detour_ratio"", ""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (193703.53916 676662.362569),34.93136442606074,32.18316635536818
gen_0359,893689887,playground,,60,80,cross_0023,269.7,cross_0023,393.7,269.7,1.46,124.0,334,14.2,road_01707,cycleway,0.0,road_01206,secondary_link,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (193133.356204 676555.636876),34.92532133592413,32.18219073702838
gen_0065,1803027002,bus_stop,מרכז דוד/הנביאים,60,80,cross_0292,302.9,cross_0292,391.7,302.9,1.29,88.8,334,4.7,road_00606,tertiary,0.0,road_00227,residential,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (194364.580301 676772.44666),34.9383709995094,32.18417400063381
gen_0077,1803035196,bus_stop,התע״ש/יוחנן הסנדלר,60,80,cross_0294,261.1,cross_0294,388.8,261.1,1.49,127.7,334,3.0,road_02557,tertiary,0.0,road_00259,residential,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (193294.397912 675858.733166),34.92704799950918,32.17591000063399
gen_0174,5668555509,bus_stop,דוד רמז/ויתקין,60,80,cross_0081,249.9,cross_0216,378.6,341.0,1.11,128.7,334,7.9,road_00340,tertiary,0.0,road_01986,tertiary,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190796.931353 677523.216952),34.900517999511166,32.19085900063081
gen_0048,1803006717,bus_stop,דוד רמז/ויתקין,60,80,cross_0081,259.7,cross_0216,357.7,324.8,1.10,98.0,334,3.4,road_00340,tertiary,0.0,road_01986,tertiary,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190816.542332 677522.052629),34.900725999511145,32.19084900063083
gen_0235,130176796,park,,60,80,cross_0252,269.0,cross_0252,353.4,269.0,1.31,84.4,334,2.9,road_00443,footway,0.0,road_00658,tertiary,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191401.106058 675553.473713),34.906982738687006,32.173111651467856
gen_0020,1802987273,bus_stop,אזור תעשיה סנטרל פארק 2000/עתיר ידע,60,80,cross_0337,328.9,cross_0337,353.3,328.9,1.07,24.4,8,5.6,road_01172,tertiary,0.0,road_01819,tertiary,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (193638.710196 674474.690505),34.93073599950814,32.16343700063551
gen_0021,1802987276,bus_stop,אזור תעשיה סנטרל פארק 2000/עתיר ידע,60,80,cross_0337,332.6,cross_0337,351.6,332.6,1.06,19.0,8,4.5,road_01172,tertiary,0.0,road_01819,tertiary,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (193633.311856 674466.165526),34.930678999508125,32.163360000635535
gen_0005,12172543603,bus_stop,בן גוריון/רוטשילד,60,80,cross_0252,303.0,cross_0252,348.2,303.0,1.15,45.2,334,5.9,road_00630,residential,0.0,road_00658,tertiary,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191428.431833 675500.873806),34.9072739995096,32.172638000633135
gen_0072,1803035187,bus_stop,התע״ש/גלגלי הפלדה,60,80,cross_0225,334.0,cross_0312,347.7,336.9,1.03,13.7,334,10.6,road_00037,tertiary,0.0,road_02425,footway,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (193209.340608 675645.484643),34.92615199950907,32.17398500063414
gen_0196,2274198466,kindergarten,גן חלילית,60,80,cross_0034,258.3,cross_0036,333.3,264.4,1.26,75.0,334,7.8,road_00316,residential,0.0,road_01400,tertiary,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190380.589041 677371.502471),34.89610749951121,32.18948020063069
gen_0231,129490164,park,גן גיבורי ישראל,60,80,cross_0044,223.6,cross_0044,312.1,223.6,1.40,88.5,334,8.3,road_02376,path,0.0,road_00658,tertiary,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191720.50633 675956.753843),34.91035748798627,32.17675623737263
gen_0227,124518872,park,,60,80,cross_0235,236.2,cross_0306,307.8,245.6,1.25,71.6,334,6.2,road_00946,residential,0.0,road_01634,secondary,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (192697.633004 675727.966467),34.92072426723105,32.17471675084109
gen_0197,2504492813,kindergarten,גן לוטוס,60,80,cross_0036,217.2,cross_0036,299.2,217.2,1.38,82.0,334,16.0,road_00766,cycleway,0.0,road_01400,tertiary,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190436.901678 677208.649982),34.89670959951109,32.1880131006309
gen_0337,2504492814,playground,,60,80,cross_0036,246.7,cross_0036,292.2,246.7,1.18,45.5,334,18.3,road_00766,cycleway,0.0,road_01400,tertiary,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190419.696657 677177.504998),34.896528099511066,32.18773180063091
gen_0322,886639227,park,,60,80,cross_0036,245.9,cross_0036,291.8,245.9,1.19,45.9,334,17.4,road_00766,cycleway,0.0,road_01400,tertiary,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190419.991131 677178.48553),34.896531192399216,32.18774065037151
gen_0209,4825137321,kindergarten,גן דינה,60,80,cross_0006,220.6,cross_0097,290.3,220.9,1.31,69.7,334,13.5,road_00220,residential,0.0,road_01009,primary,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190790.531539 676392.902868),34.900483999510406,32.18066600063188
gen_0071,1803035186,bus_stop,התע״ש/גלגלי הפלדה,60,80,cross_0310,276.2,cross_0312,282.9,279.2,1.01,6.7,334,2.3,road_00037,tertiary,0.0,road_02425,footway,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (193175.547801 675598.442765),34.92579499950905,32.17356000063417
gen_0319,877925343,park,גן דלפט,60,80,cross_0066,203.7,cross_0066,281.8,203.7,1.38,78.1,334,11.2,road_00421,path,0.0,road_01543,tertiary_link,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191750.281626 675274.384841),34.91069294149214,32.17060355214904
gen_0121,1803063581,bus_stop,נורדאו/רופין,60,80,cross_0236,265.6,cross_0236,271.2,265.6,1.02,5.6,334,5.7,road_01797,tertiary,0.0,road_01797,tertiary,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (192501.080306 675240.80876),34.91865399950905,32.170319000634066
gen_0245,161743315,park,,60,80,cross_0034,186.0,cross_0036,268.1,190.8,1.41,82.1,334,19.1,road_00316,residential,0.0,road_01400,tertiary,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190446.783245 677331.618792),34.89681065639881,32.18912225086017
gen_0136,1803083025,bus_stop,רוטשילד/הכרמל,60,80,cross_0044,253.3,cross_0044,262.3,253.3,1.04,9.0,334,7.7,road_00467,footway,0.0,road_00658,tertiary,ok,"[""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191610.665765 676055.057559),34.909189999509906,32.177640000632714
gen_0371,232408782,school,בית ספר יצחק שדה,75,80,cross_0264,185.4,cross_0264,225.5,185.4,1.22,40.1,334,38.6,road_01347,path,0.0,road_01545,residential,ok,"[""generator_far_from_network_proxy""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""generator_far_from_mapped_network_proxy"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (192414.966452 675353.834443),34.91773781421101,32.171336171363734
gen_0367,129489690,school,אולפנת בני עקיבא,75,80,cross_0158,157.5,cross_0012,224.4,157.8,1.42,66.9,334,63.9,road_01680,service,0.0,road_00014,tertiary,ok,"[""generator_far_from_network_proxy""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""generator_far_from_mapped_network_proxy"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_major_road_maxspeed_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (192087.336833 675222.410788),34.91426795074443,32.17014310924118
gen_0374,232412567,school,פנימיית עלומים,75,80,cross_0176,158.9,cross_0176,161.9,158.9,1.02,3.0,334,36.3,road_00940,residential,0.0,road_00104,residential,ok,"[""generator_far_from_network_proxy""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""generator_far_from_mapped_network_proxy"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (192605.786843 675975.54094),34.91974350763908,32.1769471239698
gen_0140,1803086658,bus_stop,שד. מנחם בגין/דוד רמז,75,75,cross_0187,241.4,cross_0037,245.7,242.4,1.01,4.3,334,1.8,road_00190,secondary,0.0,road_01421,secondary_link,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190334.495146 677493.151367),34.895614999511324,32.19057600063055
gen_0234,129490167,park,,75,75,cross_0155,166.3,cross_0155,245.3,166.3,1.48,79.0,334,4.0,road_00407,path,0.0,road_00054,residential,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190814.634131 675630.531425),34.90076238124441,32.173791765541914
gen_0295,404613901,park,,75,75,cross_0026,212.2,cross_0026,242.3,212.2,1.14,30.1,334,25.1,road_01564,tertiary,0.0,road_01217,footway,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (193693.635612 676142.894394),34.9312733967903,32.17848170241514
gen_0316,84532036,park,,75,75,cross_0031,187.2,cross_0031,239.7,187.2,1.28,52.5,334,4.8,road_00705,footway,0.0,road_00030,tertiary,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (193671.706868 676859.260457),34.93102158110441,32.18494119831475
gen_0213,4832028121,kindergarten,אגדת גן,75,75,cross_0079,169.8,cross_0079,234.6,169.8,1.38,64.8,334,10.9,road_00219,residential,0.0,road_00112,residential,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190962.418087 676422.204564),34.90230569951038,32.18093460063195
gen_0273,232411206,park,,75,75,cross_0154,150.8,cross_0154,213.0,150.8,1.41,62.2,334,14.7,road_00418,footway,0.0,road_01533,residential,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190627.359642 675638.495445),34.89877655484321,32.17385880163331
